candidate_id,scenario_index,day_index,t0,pv_s_scale,svc_q_scale,cap_total_mvar,risk,under_steps,over_steps,pf_fail,daily_loss_mwh,vmin,vmax,solve_total_seconds,inherited_steps,direct_fallback_steps
0,0,1,96,0.225,0.0,0.0,1,0,0,1,0.4906134137154729,0.9530000031195428,1.0000000000131442,12.705293700069888,0,0
1,0,1,96,0.3,0.0,0.0,1,0,0,1,0.7909317533595757,0.95300000113956,1.000117688624034,16.120840999967186,7,0
2,0,1,96,0.3,0.1875,0.0,1,0,0,1,0.8261415982697514,0.95300000778225,1.0001942958210743,16.476482399943052,0,0
3,0,1,96,0.3,0.375,0.0,1,0,0,1,0.8162822799121454,0.9529990928976485,1.000189785371956,16.573913100088248,6,0
4,0,1,96,0.45,0.375,0.0,0,0,0,0,2.479687939205491,0.9530000013248773,1.0003929010261632,29.456490199750988,9,0
5,0,1,96,0.45,0.5625,0.0,0,0,0,0,2.464117762224063,0.9530000005395718,1.0003901273450688,30.798186200117925,10,0
6,0,1,96,0.45,0.75,0.0,0,0,0,0,2.4605099727858937,0.9529994508038249,1.0003890605444772,30.38571069992031,25,0
7,0,1,96,0.6,0.75,0.0,0,0,0,0,2.3603583688267022,0.9530000038192418,1.0002452009619045,30.587866099987878,17,0
8,0,1,96,0.75,0.75,0.0,0,0,0,0,2.360292192311077,0.9530000024057959,1.000245192251575,30.504138299904298,23,0
9,0,1,96,0.75,1.0,0.0,0,0,0,0,2.360279965631889,0.9530000020629288,1.000245190299088,30.518806500098435,21,0
10,0,1,96,1.0,1.0,0.0,0,0,0,0,2.359917045746749,0.952999768740391,1.0002738878045396,30.493087099835975,30,0
11,0,1,96,1.0,1.25,0.0,0,0,0,0,2.3598780302335243,0.952999768740391,1.0002579911647873,30.178008600021712,27,0
12,0,1,96,1.25,1.25,0.0,0,0,0,0,2.3601491560000794,0.952999768740391,1.000245209399662,31.213140199892223,50,0
13,0,1,96,1.25,1.5,0.0,0,0,0,0,2.360187227725104,0.952999768740391,1.0002452281058556,30.858636199933244,51,0
14,0,1,96,1.5,1.5,0.0,0,0,0,0,2.3600554842871277,0.952999768740391,1.0002451921437323,30.917419700039318,47,0
