job_index,pv_s_scale,svc_q_scale,cap_total_mvar,t0,sample_kind
0,0.699999988079071,1.5,0.8188822269439697,36550,corner
1,1.3038537502288818,1.4834061861038208,0.3384901285171509,7129,uniform
2,0.699999988079071,0.699999988079071,0.22385738790035248,27879,corner
3,1.5,0.699999988079071,0.37656667828559875,24875,corner
4,0.8523237705230713,0.8653703331947327,0.6764320135116577,33694,uniform
5,1.313156247138977,0.8196026086807251,0.7187964916229248,20077,uniform
6,0.699999988079071,0.699999988079071,0.005219836253672838,10187,corner
7,1.5,1.5,0.8140498399734497,7612,corner
8,1.5,1.5,0.3382023572921753,8439,corner
9,0.699999988079071,0.699999988079071,0.8169530630111694,27223,corner
10,1.5,0.699999988079071,0.30176177620887756,12264,corner
11,0.8253153562545776,1.3020572662353516,0.5114589929580688,9528,uniform
12,1.1568241119384766,0.8444221019744873,0.5373644828796387,23097,uniform
13,0.9395801424980164,1.2494738101959229,0.44344449043273926,12830,uniform
14,1.2849069833755493,1.4435408115386963,0.6288928389549255,38350,uniform
15,1.3586996793746948,1.288910150527954,0.004168512765318155,13588,uniform
16,1.5,1.5,0.5311562418937683,1450,corner
17,1.5,1.5,0.6335293650627136,7606,corner
18,1.5,0.699999988079071,0.682287335395813,29151,corner
19,1.1379486322402954,0.7433916926383972,0.8768922686576843,2258,uniform
20,0.699999988079071,1.5,0.8887628316879272,32557,corner
21,1.2355653047561646,0.8926628828048706,0.3783801198005676,13872,uniform
22,1.3208273649215698,1.05950129032135,0.9446436762809753,2300,uniform
23,0.9361901879310608,1.3579343557357788,0.47334665060043335,6769,uniform
24,1.2562388181686401,0.8283461928367615,0.7698331475257874,24687,uniform
25,0.699999988079071,1.5,0.5061813592910767,22383,corner
26,0.699999988079071,0.699999988079071,0.0882851853966713,28126,corner
27,1.5,0.699999988079071,0.36522164940834045,2341,corner
28,1.5,0.699999988079071,0.8402572274208069,30889,corner
29,1.5,0.699999988079071,0.19565905630588531,29235,corner
30,1.5,0.699999988079071,0.6519262194633484,6850,corner
31,0.8004111647605896,1.199245572090149,0.8317694067955017,12622,uniform
32,1.0956321954727173,1.21010160446167,0.09745112806558609,8627,uniform
33,1.042077660560608,0.8515164256095886,0.02656637132167816,14104,uniform
34,1.4328542947769165,1.0964370965957642,0.9994078874588013,29059,uniform
35,0.7963100671768188,1.1764261722564697,0.38126182556152344,23831,uniform
36,0.9881439208984375,1.2354657649993896,0.46525731682777405,1477,uniform
37,1.5,1.5,0.9099224805831909,34366,corner
38,1.1287428140640259,0.9140851497650146,0.9230207800865173,19028,uniform
39,1.1095916032791138,1.4946917295455933,0.03374410420656204,11379,uniform
40,0.98912513256073,1.2182258367538452,0.547772228717804,11608,uniform
41,1.5,0.699999988079071,0.4712451994419098,474,corner
42,0.8585228323936462,1.2862250804901123,0.41966718435287476,7426,uniform
43,1.2376458644866943,1.0293651819229126,0.9286967515945435,26612,uniform
44,0.699999988079071,1.5,0.1997494399547577,20172,corner
45,1.328735113143921,1.1296062469482422,0.3109342157840729,8079,uniform
46,0.756093442440033,1.4902890920639038,0.4961864948272705,33014,uniform
47,1.4099851846694946,0.8939741849899292,0.044157106429338455,128,uniform
48,1.2204174995422363,0.7536530494689941,0.14397723972797394,14041,uniform
49,1.5,1.5,0.2428143173456192,19506,corner
50,0.699999988079071,0.699999988079071,0.9068876504898071,29741,corner
51,1.3891133069992065,1.2217001914978027,0.6142666935920715,10044,uniform
52,1.5,1.5,0.08186839520931244,26718,corner
53,0.699999988079071,0.699999988079071,0.04334539175033569,5008,corner
54,1.4180564880371094,1.159210443496704,0.6380521059036255,21370,uniform
55,1.5,0.699999988079071,0.40690794587135315,6365,corner
56,1.1236597299575806,0.9693994522094727,0.5369489789009094,17843,uniform
57,1.2682108879089355,1.1890355348587036,0.37805017828941345,16539,uniform
58,0.7329440116882324,1.2289456129074097,0.3268459737300873,7683,uniform
59,1.5,1.5,0.19990618526935577,3320,corner
60,1.5,0.699999988079071,0.8879641890525818,21869,corner
61,1.1662760972976685,0.7908104658126831,0.995594322681427,26074,uniform
62,0.699999988079071,1.5,0.6109293103218079,25466,corner
63,1.5,1.5,0.44071251153945923,26525,corner
64,0.699999988079071,0.699999988079071,0.7420320510864258,5701,corner
65,1.0421499013900757,1.3197870254516602,0.6853072643280029,4983,uniform
66,0.8634451627731323,1.4822083711624146,0.9381120204925537,2725,uniform
67,0.757853090763092,0.7090910077095032,0.5097648501396179,1812,uniform
68,1.5,0.699999988079071,0.9819485545158386,15728,corner
69,0.699999988079071,1.5,0.3701659142971039,22592,corner
70,1.5,1.5,0.5529727935791016,28959,corner
71,0.9124959111213684,0.9551573395729065,0.8160706162452698,38331,uniform
72,1.5,0.699999988079071,0.4086885154247284,18912,corner
73,1.5,1.5,0.7587525248527527,1856,corner
74,0.9415504932403564,1.4451401233673096,0.1439151167869568,20780,uniform
75,1.3409883975982666,0.9464479088783264,0.6842985153198242,28255,uniform
76,0.699999988079071,0.699999988079071,0.5998874306678772,36353,corner
77,1.5,1.5,0.6425808668136597,25812,corner
78,1.5,0.699999988079071,0.19026874005794525,25574,corner
79,0.7690773010253906,1.4893699884414673,0.6788408160209656,8520,uniform
80,0.699999988079071,1.5,0.23058195412158966,32903,corner
81,0.699999988079071,1.5,0.5187341570854187,32393,corner
82,1.0914957523345947,1.0119822025299072,0.4000788629055023,33705,uniform
83,0.699999988079071,1.5,0.1548025757074356,29315,corner
84,1.5,0.699999988079071,0.6702072620391846,18138,corner
85,1.5,1.5,0.47949889302253723,25276,corner
86,1.4627318382263184,1.1994683742523193,0.7773941159248352,14501,uniform
87,1.3078709840774536,0.971605658531189,0.9858337640762329,16645,uniform
88,1.5,1.5,0.5264343023300171,24746,corner
89,1.3920978307724,0.8063237071037292,0.5472564697265625,5074,uniform
90,1.1833994388580322,1.4655156135559082,0.2573733925819397,3493,uniform
91,1.5,1.5,0.5498831868171692,3791,corner
92,0.9696362614631653,1.4994288682937622,0.1355978399515152,4225,uniform
93,0.699999988079071,0.699999988079071,0.10515594482421875,10100,corner
94,1.5,0.699999988079071,0.1448279172182083,7700,corner
95,0.699999988079071,1.5,0.9302002191543579,36104,corner
96,1.1101468801498413,0.8838531970977783,0.8769879937171936,37100,uniform
97,1.1573350429534912,0.8439144492149353,0.10464244335889816,6771,uniform
98,1.3718386888504028,0.7655291557312012,0.886299729347229,33120,uniform
99,1.5,0.699999988079071,0.8013738989830017,1086,corner
100,0.699999988079071,0.699999988079071,0.9469506144523621,4639,corner
101,1.5,0.699999988079071,0.5924883484840393,34383,corner
102,0.699999988079071,1.5,0.20252087712287903,24196,corner
103,1.289192795753479,1.349444031715393,0.24523073434829712,20003,uniform
104,1.5,1.5,0.6100817322731018,12109,corner
105,0.699999988079071,0.699999988079071,0.9575764536857605,27453,corner
106,0.9887011051177979,0.9609984755516052,0.020760370418429375,20193,uniform
107,0.699999988079071,1.5,0.7529649138450623,23252,corner
108,0.8776344656944275,1.2065484523773193,0.5259729027748108,11679,uniform
109,1.5,0.699999988079071,0.3387623429298401,18456,corner
110,1.5,0.699999988079071,0.7509071826934814,33742,corner
111,1.4863150119781494,0.7643373012542725,0.5499768257141113,35938,uniform
112,1.5,0.699999988079071,0.9634100198745728,19254,corner
113,0.699999988079071,0.699999988079071,0.07143621146678925,34776,corner
114,1.5,0.699999988079071,0.6180230975151062,18984,corner
115,1.5,0.699999988079071,0.0433516800403595,6421,corner
116,0.7744328379631042,1.2861356735229492,0.13066989183425903,9747,uniform
117,0.7362966537475586,1.3221420049667358,0.399516761302948,30957,uniform
118,1.5,0.699999988079071,0.595289409160614,33356,corner
119,0.699999988079071,0.699999988079071,0.9817531704902649,13367,corner
120,1.2568448781967163,1.0592111349105835,0.2762683033943176,28503,uniform
121,0.699999988079071,1.5,0.39210715889930725,34166,corner
122,0.699999988079071,1.5,0.7907285094261169,26988,corner
123,1.5,1.5,0.9697953462600708,2591,corner
124,1.5,1.5,0.2605785131454468,3142,corner
125,1.5,1.5,0.3383590281009674,25513,corner
126,0.699999988079071,0.699999988079071,0.3943710923194885,24664,corner
127,0.9103919267654419,1.4010956287384033,0.04233333095908165,13500,uniform
128,1.4809561967849731,1.2928260564804077,0.02779238671064377,37385,uniform
129,1.1058499813079834,1.1772198677062988,0.27928489446640015,18907,uniform
130,0.699999988079071,1.5,0.13138996064662933,4587,corner
131,1.1259959936141968,0.701528012752533,0.11017044633626938,11357,uniform
132,0.7864641547203064,0.8067139983177185,0.1986057311296463,4236,uniform
133,0.8358991742134094,1.3416614532470703,0.9855564832687378,19514,uniform
134,1.5,1.5,0.278536856174469,20233,corner
135,0.699999988079071,0.699999988079071,0.13617366552352905,34208,corner
136,1.5,1.5,0.6549472808837891,26663,corner
137,0.9727338552474976,1.4290884733200073,0.25188329815864563,16570,uniform
138,1.1950732469558716,1.0647261142730713,0.6028649210929871,11682,uniform
139,1.472457766532898,0.9333124756813049,0.01326998695731163,31716,uniform
140,1.5,0.699999988079071,0.6340929269790649,31297,corner
141,1.3630354404449463,1.261010766029358,0.3219160735607147,31111,uniform
142,0.7497455477714539,1.1498503684997559,0.22862663865089417,17386,uniform
143,0.699999988079071,1.5,0.25649040937423706,28726,corner
144,1.5,0.699999988079071,0.6822779774665833,4511,corner
145,1.5,1.5,0.47851574420928955,33350,corner
146,1.3268455266952515,1.278147578239441,0.4723564088344574,7418,uniform
147,1.0985214710235596,1.333699107170105,0.694930911064148,10888,uniform
148,1.0208953619003296,1.385311245918274,0.962429404258728,10918,uniform
149,1.3250129222869873,0.8074240684509277,0.5610781311988831,10496,uniform
150,0.699999988079071,0.699999988079071,0.5566304326057434,26302,corner
151,0.699999988079071,1.5,0.8296813368797302,248,corner
152,1.0476936101913452,0.7271278500556946,0.3780898153781891,1764,uniform
153,0.9042314291000366,1.0829894542694092,0.9801335334777832,3545,uniform
154,0.699999988079071,0.699999988079071,0.7761907577514648,2109,corner
155,0.699999988079071,0.699999988079071,0.9625100493431091,19547,corner
156,0.699999988079071,0.699999988079071,0.32897815108299255,114,corner
157,0.9496912360191345,0.9831727147102356,0.49093368649482727,8969,uniform
158,1.2698545455932617,1.1034464836120605,0.5248228907585144,4923,uniform
159,1.5,0.699999988079071,0.6121078729629517,18642,corner
160,1.5,1.5,0.12392374128103256,31389,corner
161,1.2458568811416626,0.7093744874000549,0.36186569929122925,9152,uniform
162,0.699999988079071,0.699999988079071,0.4358694553375244,37031,corner
